Time: 2026-01-12 07:32:12 UTC | Period: #22 | Runtime: 105 minutes

BTC: 91845.90 (1h: -0.02%, 4h: -0.37%) | MACD: -63.8896 | RSI: 51.00

Account: Equity 99.86 | Balance 100.00 (100.1%) | PnL +0.00% | Margin 0.0% | Positions 0

Current Positions: None

## Candidate Coins (3 coins)

### 1. SOLUSDT (Manual selection)

=== SOLUSDT Market Data ===

current_price = 141.9500, current_ema20 = 142.238, current_macd = -0.203, current_rsi7 = 39.705

Additional data for SOLUSDT:

Funding Rate: 1.00e-04

=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
MACD: [0.3419, 0.4823, 0.5685, 0.5537, 0.4840, 0.4677, 0.4345, 0.3868, 0.3641, 0.3717, 0.3687, 0.3110, 0.1562, 0.1304, 0.2005, 0.1949, 0.2784, 0.4085, 0.5752, 0.6689, 0.7761, 0.8840, 0.8859, 0.8629, 0.8215, 0.7829, 0.8060, 0.8204, 0.9117, 0.9298, 0.8177, 0.7214, 0.6536, 0.5875, 0.6718, 0.6959, 0.7092, 0.9445, 1.0862, 0.9694, 0.6747, 0.5198, 0.3885, 0.3961, 0.4997, 0.5616, 0.6858, 0.6780, 0.5868, 0.5924, 0.5605, 0.4638, 0.3611, 0.2981, 0.2940, 0.2883, 0.0779, -0.0320, -0.0891, -0.1319, -0.1488, -0.1660, -0.3658, -0.5174, -0.6398, -0.7532, -0.7943, -0.8127, -0.7883, -0.7371, -0.6950, -0.6190, -0.5523, -0.4045, -0.3798, -0.2819, -0.2858, -0.4283, -0.4522, -0.5272, -0.6309, -0.6564, -0.6920, -0.7654, -0.7863, -0.8304, -0.6649, -0.3848, -0.1163, 0.0451, 0.1256, 0.1992, 0.4086, 0.5057, 0.5378, 0.6158, 0.6045, 0.6430, 0.8118, 0.8510, 0.8888, 0.9666, 0.9279, 0.7578, 0.6566, 0.5913, 0.4992, 0.3742, 0.3454, 0.1778, 0.1999, 0.3059, 0.2643, 0.1002, -0.1133, -0.2952, -0.4033, -0.4682, -0.5304, -0.5795, -0.5659, -0.5544, -0.5590, -0.5778, -0.5804, -0.5709, -0.5499, -0.5152, -0.4518, -0.3650, -0.3272, -0.2907, -0.2811, -0.2839, -0.2622, -0.2421, -0.2444, -0.2426, -0.2329, -0.2337, -0.2581, -0.2902, -0.2897, -0.2421, -0.2093, -0.2035, -0.1767, -0.1593, -0.1366, -0.1269, -0.1162, -0.0611, -0.0419, -0.0184, 0.0002, 0.0562, 0.1123, 0.3136, 0.4056, 0.6007, 0.7196, 0.8316, 0.8629, 0.8057, 0.7653, 0.6875, 0.7351, 0.8933, 0.9855, 1.1558, 1.2856, 1.3878, 1.4569, 1.4321, 1.3957]
RSI7: [38.3648, 44.4759, 48.8176, 55.3045, 49.0836, 48.0331, 52.7524, 61.5182, 59.4243, 64.1074, 54.8030, 39.8949, 30.5134, 42.2652, 40.5269, 46.4381, 45.0746, 69.9508, 79.0932, 79.8098, 74.1279, 55.1928, 45.8449, 53.6024, 50.6767, 47.3445, 51.5888, 57.7186, 56.3683, 43.6580, 28.2268, 47.9248, 59.9981, 51.2061, 61.4167, 67.4029, 72.4981, 67.1496, 70.6110, 73.2079, 59.5763, 57.1218, 54.6413, 55.1756, 64.6495, 65.4148, 75.3690, 64.8672, 45.1562, 45.2899, 48.2358, 47.1981, 67.8394, 61.1408, 61.4506, 79.7681, 74.1381, 47.6520, 34.7311, 42.6372, 42.3522, 52.9252, 60.4480, 58.9874, 64.9704, 54.0703, 46.7888, 54.5230, 51.4487, 44.9024, 42.8099, 45.7589, 52.2489, 52.3579, 31.2290, 39.1272, 43.0515, 43.1702, 45.6805, 44.8294, 25.8698, 26.0244, 25.2859, 23.2934, 33.0253, 34.2175, 41.6860, 47.1706, 45.7847, 54.3843, 54.3843, 70.5622, 48.8888, 59.9980, 46.6439, 32.3314, 43.9826, 38.2882, 34.0174, 41.2984, 38.9165, 33.6807, 38.7065, 34.6771, 59.9497, 70.0683, 72.5954, 65.3534, 59.1273, 60.2888, 72.1634, 63.2463, 58.0926, 63.4495, 54.4512, 59.9468, 70.9509, 59.9293, 61.3309, 66.1349, 54.1918, 41.4473, 46.1027, 48.6256, 44.7349, 39.6556, 49.9862, 36.1105, 52.9113, 60.0725, 48.5800, 39.2912, 34.3009, 33.3594, 37.2763, 39.3039, 37.7311, 37.0718, 45.0532, 44.2491, 41.1862, 37.8824, 39.3538, 40.7572, 43.0630, 47.0687, 56.1803, 63.8272, 52.3662, 53.2767, 46.0829, 42.0601, 49.8686, 49.8686, 42.1388, 42.5385, 45.6068, 40.5540, 31.0837, 26.6786, 40.4604, 58.3857, 55.2123, 46.1148, 54.0087, 51.5422, 54.6489, 49.6930, 50.5647, 68.6354, 55.7134, 58.6437, 58.6437, 71.8341, 74.7276, 89.8532, 70.5457, 80.5484, 74.2935, 76.4289, 65.4257, 52.0818, 54.1429, 47.5464, 63.6128, 73.9442, 70.0754, 77.1519, 77.6910, 78.6228, 78.9467, 64.1928, 64.0139]
RSI14: [54.0755, 53.2771, 55.5970, 52.0853, 45.2869, 39.8592, 45.1151, 44.2105, 46.8501, 46.2355, 59.9188, 67.3293, 67.9671, 65.3344, 55.7318, 50.2859, 54.3507, 52.7462, 50.9558, 52.9226, 55.8613, 55.2589, 49.1681, 39.4394, 49.3413, 56.5527, 51.5374, 57.7792, 61.7681, 65.3740, 62.5969, 64.8005, 66.4774, 59.6812, 58.4092, 57.1699, 57.3990, 61.7001, 62.0702, 67.4843, 62.8278, 52.3769, 52.4356, 53.6670, 53.1484, 62.9960, 59.7472, 59.9026, 71.4526, 68.5400, 52.8733, 43.3486, 47.7638, 47.5736, 53.3351, 57.7769, 57.0009, 60.4656, 54.8301, 50.7778, 54.6822, 53.0842, 49.6233, 48.5020, 49.7254, 52.4725, 52.5183, 41.5618, 44.9691, 46.6907, 46.7405, 47.7403, 47.3873, 37.3597, 37.4201, 36.9593, 35.7352, 39.1651, 39.5903, 42.2697, 44.3530, 43.8826, 47.1999, 47.1999, 55.0450, 46.9892, 52.7594, 46.5929, 38.3613, 44.4968, 41.2249, 38.6792, 42.3343, 41.0806, 38.2615, 40.5564, 38.5293, 51.9635, 59.1621, 61.1249, 57.7615, 54.8222, 55.4645, 62.7936, 58.5966, 56.1111, 58.9985, 54.7038, 57.4687, 63.8619, 58.4344, 59.1816, 61.7552, 55.9759, 48.7981, 50.9313, 52.0698, 50.0770, 47.3967, 51.7349, 44.1851, 52.4226, 56.4676, 50.3241, 44.7682, 41.5467, 40.9424, 42.6929, 43.5705, 42.7905, 42.4786, 45.5259, 45.2091, 44.0309, 42.7354, 43.2020, 43.6260, 44.2976, 45.4639, 48.4108, 51.3885, 48.1697, 48.4929, 46.3158, 44.9949, 47.4627, 47.4627, 45.1152, 45.2274, 46.0588, 44.6008, 41.2834, 39.3721, 43.3279, 50.2015, 49.1509, 45.9307, 49.1351, 48.2724, 49.5000, 47.8688, 48.1753, 56.0984, 51.4880, 52.8346, 52.8346, 59.5979, 61.4306, 76.0076, 65.5502, 73.5801, 69.8539, 71.4130, 65.1195, 56.8842, 57.9655, 53.9379, 62.6255, 69.4995, 67.2785, 72.1430, 72.5283, 73.1612, 73.3698, 66.1685, 66.0790]
ATR14: 1.1678
BOLL Upper: [135.1562, 135.1371, 135.1383, 135.1173, 135.0889, 135.3089, 135.8602, 136.3088, 136.6077, 136.6973, 136.7170, 136.7819, 136.8228, 136.8409, 136.8767, 136.9425, 136.9991, 136.9983, 137.0392, 137.0335, 137.0589, 137.0331, 137.1037, 137.3407, 137.7384, 138.0373, 138.3494, 138.7167, 138.8815, 139.0466, 139.1553, 139.2682, 139.4718, 139.6423, 139.9990, 140.2158, 140.2319, 140.1765, 139.8113, 139.5847, 139.7364, 139.5690, 139.5624, 140.5094, 141.0798, 141.1077, 141.1927, 141.1680, 141.1729, 141.2133, 141.3922, 141.5217, 141.8143, 141.8986, 141.8572, 141.9314, 141.9551, 141.9267, 141.9039, 141.8724, 141.8647, 141.8779, 141.9822, 141.5357, 141.0913, 141.0723, 140.9427, 140.9199, 141.1844, 141.3602, 141.3172, 141.2621, 140.8514, 140.6284, 140.5022, 140.1458, 139.8219, 139.6297, 139.4673, 139.3360, 138.9404, 138.5613, 138.5507, 138.5514, 138.3818, 138.2202, 138.0350, 137.7445, 137.7772, 137.8697, 137.9076, 137.9824, 138.0297, 138.3702, 138.7818, 139.0005, 139.1199, 139.2226, 139.6948, 139.8439, 140.0234, 140.2388, 140.3941, 140.6257, 141.2001, 141.4713, 141.6678, 141.9754, 142.0097, 141.7384, 141.4419, 140.8157, 140.6194, 140.6434, 140.6399, 140.7498, 140.7306, 140.8229, 140.7522, 140.8571, 141.1044, 141.2605, 141.3537, 141.3504, 141.0321, 140.8636, 140.5789, 140.0610, 139.7534, 139.6954, 139.5456, 139.3186, 139.1402, 139.0355, 138.7619, 138.7723, 138.4151, 137.4626, 136.8707, 136.7797, 136.7937, 136.7736, 136.7707, 136.7708, 136.7677, 136.7543, 136.7607, 136.7898, 136.7946, 136.8072, 136.8118, 136.8104, 136.8155, 136.8152, 136.7809, 136.6312, 136.5836, 136.6246, 136.6413, 136.6843, 136.7051, 136.8488, 137.0266, 137.8854, 138.2229, 138.9749, 139.4551, 139.9223, 140.1964, 140.3118, 140.4286, 140.4594, 140.6792, 141.1957, 141.5602, 142.1575, 142.6595, 143.1455, 143.5155, 143.6558, 143.7076]
BOLL Middle: [134.2995, 134.2735, 134.2720, 134.2945, 134.2685, 134.3315, 134.4410, 134.5960, 134.7375, 134.8165, 134.8520, 134.8975, 134.9485, 134.9915, 135.0365, 135.0785, 135.1210, 135.1200, 135.0670, 135.1070, 135.2355, 135.3045, 135.4350, 135.5965, 135.8045, 135.9210, 136.0035, 136.1005, 136.1635, 136.2650, 136.3905, 136.4905, 136.6390, 136.8015, 137.0080, 137.1690, 137.2605, 137.3845, 137.5850, 137.7210, 137.8890, 138.0720, 138.2000, 138.4315, 138.5995, 138.6515, 138.5570, 138.4945, 138.4750, 138.5365, 138.6705, 138.7940, 138.9300, 139.0015, 138.9685, 139.0150, 139.1155, 139.1745, 139.2100, 139.2625, 139.2560, 139.2715, 139.1585, 138.9345, 138.7485, 138.6980, 138.7775, 138.8010, 138.7090, 138.5455, 138.3120, 138.0715, 137.8040, 137.6005, 137.4640, 137.2895, 137.1295, 137.0325, 136.9490, 136.9080, 136.7765, 136.6910, 136.6800, 136.5445, 136.4430, 136.3025, 136.1205, 135.9725, 135.9280, 135.8495, 135.7945, 135.7320, 135.7645, 135.8835, 136.0120, 136.0945, 136.1525, 136.1960, 136.3360, 136.3810, 136.4620, 136.5335, 136.6165, 136.8230, 137.0690, 137.3010, 137.5755, 137.8560, 138.0955, 138.2875, 138.4875, 138.7240, 138.8195, 138.7960, 138.7905, 138.7280, 138.7915, 138.9045, 138.8450, 138.7440, 138.6145, 138.4380, 138.3220, 138.1815, 137.9390, 137.7450, 137.5690, 137.3530, 137.1800, 137.0745, 136.9470, 136.8090, 136.6970, 136.6220, 136.5200, 136.5265, 136.4140, 136.2465, 136.1410, 136.1075, 136.1395, 136.1815, 136.1910, 136.1915, 136.2060, 136.2175, 136.1840, 136.1440, 136.1305, 136.1580, 136.1775, 136.1800, 136.1905, 136.1900, 136.1750, 136.1340, 136.1155, 136.1235, 136.1300, 136.1500, 136.1570, 136.1900, 136.2440, 136.3970, 136.5075, 136.7050, 136.9020, 137.1260, 137.3065, 137.4145, 137.5355, 137.6470, 137.8190, 138.0755, 138.3140, 138.6270, 138.9450, 139.2440, 139.5615, 139.8350, 140.1080]
BOLL Lower: [133.4428, 133.4099, 133.4057, 133.4717, 133.4481, 133.3541, 133.0218, 132.8832, 132.8673, 132.9357, 132.9870, 133.0131, 133.0742, 133.1421, 133.1963, 133.2145, 133.2429, 133.2417, 133.0948, 133.1805, 133.4121, 133.5759, 133.7663, 133.8523, 133.8706, 133.8047, 133.6576, 133.4843, 133.4455, 133.4834, 133.6257, 133.7128, 133.8062, 133.9607, 134.0170, 134.1222, 134.2891, 134.5925, 135.3587, 135.8573, 136.0416, 136.5750, 136.8376, 136.3536, 136.1192, 136.1953, 135.9213, 135.8210, 135.7771, 135.8597, 135.9488, 136.0663, 136.0457, 136.1044, 136.0798, 136.0986, 136.2759, 136.4223, 136.5161, 136.6526, 136.6473, 136.6651, 136.3348, 136.3333, 136.4057, 136.3237, 136.6123, 136.6821, 136.2336, 135.7308, 135.3068, 134.8809, 134.7566, 134.5726, 134.4258, 134.4332, 134.4371, 134.4353, 134.4307, 134.4800, 134.6126, 134.8207, 134.8093, 134.5376, 134.5042, 134.3848, 134.2060, 134.2005, 134.0788, 133.8293, 133.6814, 133.4816, 133.4993, 133.3968, 133.2422, 133.1885, 133.1851, 133.1694, 132.9772, 132.9181, 132.9006, 132.8282, 132.8389, 133.0203, 132.9379, 133.1307, 133.4832, 133.7366, 134.1813, 134.8366, 135.5331, 136.6323, 137.0196, 136.9486, 136.9411, 136.7062, 136.8524, 136.9861, 136.9378, 136.6309, 136.1246, 135.6155, 135.2903, 135.0126, 134.8459, 134.6264, 134.5591, 134.6450, 134.6066, 134.4536, 134.3484, 134.2994, 134.2538, 134.2085, 134.2781, 134.2807, 134.4129, 135.0304, 135.4113, 135.4353, 135.4853, 135.5894, 135.6113, 135.6122, 135.6443, 135.6807, 135.6073, 135.4982, 135.4664, 135.5088, 135.5432, 135.5496, 135.5655, 135.5648, 135.5691, 135.6368, 135.6474, 135.6224, 135.6187, 135.6157, 135.6089, 135.5312, 135.4614, 134.9086, 134.7921, 134.4351, 134.3489, 134.3297, 134.4166, 134.5172, 134.6424, 134.8346, 134.9588, 134.9553, 135.0678, 135.0965, 135.2305, 135.3425, 135.6075, 136.0142, 136.5084]


### 2. BTCUSDT (Manual selection)

=== BTCUSDT Market Data ===

current_price = 91845.9000, current_ema20 = 91876.125, current_macd = -63.890, current_rsi7 = 50.997

Additional data for BTCUSDT:

Funding Rate: 3.75e-05

=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
01-11 14:55    91078.3000 91143.1000 91025.8000 91074.8000 531.51      
01-11 15:00    91074.7000 91103.2000 90978.6000 90994.6000 445.80      
01-11 15:05    90994.5000 91034.0000 90961.5000 91019.9000 338.89      
01-11 15:10    91019.8000 91019.9000 90825.0000 90869.3000 824.03      
01-11 15:15    90869.3000 90921.5000 90816.0000 90870.2000 251.98      
01-11 15:20    90870.2000 90947.9000 90870.2000 90937.1000 101.28      
01-11 15:25    90937.1000 90970.0000 90912.8000 90912.9000 109.29      
01-11 15:30    90912.9000 90948.4000 90882.1000 90907.1000 189.62      
01-11 15:35    90907.1000 90960.2000 90907.0000 90957.0000 96.27       
01-11 15:40    90956.9000 90975.6000 90719.9000 90796.3000 835.82      
01-11 15:45    90796.3000 90852.2000 90650.0000 90717.9000 690.91      
01-11 15:50    90717.9000 90780.0000 90708.6000 90757.2000 252.62      
01-11 15:55    90757.2000 90840.7000 90752.9000 90834.1000 135.77      
01-11 16:00    90834.0000 90911.9000 90834.0000 90897.5000 296.65      
01-11 16:05    90897.4000 90950.0000 90897.4000 90913.7000 120.85      
01-11 16:10    90913.7000 90913.8000 90843.0000 90849.3000 128.00      
01-11 16:15    90849.3000 90911.1000 90835.6000 90911.1000 116.48      
01-11 16:20    90911.0000 90950.0000 90889.1000 90949.9000 87.58       
01-11 16:25    90949.9000 91029.6000 90949.9000 90992.5000 298.97      
01-11 16:30    90992.5000 91252.5000 90986.6000 91144.9000 1224.53     
01-11 16:35    91144.9000 91193.6000 91087.9000 91098.2000 251.51      
01-11 16:40    91098.1000 91118.4000 91061.0000 91080.9000 185.23      
01-11 16:45    91080.9000 91090.7000 90973.3000 90996.8000 262.35      
01-11 16:50    90996.8000 91029.0000 90915.0000 91029.0000 205.52      
01-11 16:55    91029.1000 91031.4000 90992.7000 90996.0000 62.97       
01-11 17:00    90996.0000 91028.8000 90972.1000 91020.9000 164.30      
01-11 17:05    91021.0000 91099.3000 91007.1000 91079.1000 240.53      
01-11 17:10    91079.0000 91103.3000 91002.8000 91010.5000 224.16      
01-11 17:15    91010.5000 91010.6000 90930.4000 90937.8000 195.00      
01-11 17:20    90937.9000 90993.5000 90888.0000 90961.3000 189.47      
01-11 17:25    90961.4000 91017.9000 90961.4000 91004.6000 82.10       
01-11 17:30    91004.5000 91016.2000 90982.7000 91016.1000 57.74       
01-11 17:35    91016.1000 91016.2000 90853.5000 90940.6000 353.83      
01-11 17:40    90940.6000 90950.0000 90915.0000 90949.9000 107.82      
01-11 17:45    90949.9000 90950.0000 90908.5000 90928.3000 67.24       
01-11 17:50    90928.4000 90983.8000 90925.0000 90966.2000 83.32       
01-11 17:55    90966.2000 90966.2000 90941.8000 90944.7000 47.24       
01-11 18:00    90944.8000 90944.8000 90880.0000 90881.3000 82.43       
01-11 18:05    90881.4000 90881.4000 90850.0000 90865.2000 78.38       
01-11 18:10    90865.2000 90876.2000 90850.0000 90850.0000 50.72       
01-11 18:15    90850.1000 90877.7000 90850.1000 90865.9000 54.70       
01-11 18:20    90866.0000 90911.0000 90865.9000 90866.8000 61.12       
01-11 18:25    90866.9000 90886.7000 90850.0000 90886.7000 76.66       
01-11 18:30    90886.7000 90891.3000 90869.0000 90882.0000 37.90       
01-11 18:35    90882.1000 90882.1000 90750.8000 90783.9000 321.21      
01-11 18:40    90783.8000 90814.5000 90782.3000 90811.0000 67.15       
01-11 18:45    90810.9000 90827.6000 90810.9000 90816.6000 38.31       
01-11 18:50    90816.7000 90865.8000 90803.2000 90834.8000 118.49      
01-11 18:55    90834.8000 90912.9000 90819.4000 90840.9000 183.90      
01-11 19:00    90840.8000 90850.0000 90840.8000 90850.0000 42.77       
01-11 19:05    90849.9000 90856.6000 90812.0000 90812.1000 87.31       
01-11 19:10    90812.1000 90884.6000 90803.1000 90884.6000 76.92       
01-11 19:15    90884.5000 90892.2000 90834.1000 90851.0000 90.00       
01-11 19:20    90851.0000 90869.4000 90842.9000 90860.4000 32.88       
01-11 19:25    90860.3000 90860.8000 90827.3000 90860.8000 48.07       
01-11 19:30    90860.8000 90863.4000 90833.2000 90833.3000 28.58       
01-11 19:35    90833.3000 90833.3000 90776.4000 90776.5000 104.39      
01-11 19:40    90776.5000 90790.4000 90729.2000 90743.7000 117.35      
01-11 19:45    90743.7000 90750.0000 90609.5000 90692.4000 475.16      
01-11 19:50    90692.4000 90720.5000 90665.9000 90702.7000 180.31      
01-11 19:55    90702.6000 90717.7000 90638.8000 90644.7000 149.20      
01-11 20:00    90644.7000 90658.1000 90553.5000 90598.9000 689.01      
01-11 20:05    90598.9000 90608.5000 90314.9000 90502.1000 1320.93     
01-11 20:10    90502.2000 90549.8000 90429.9000 90522.0000 258.12      
01-11 20:15    90522.1000 90522.1000 90366.8000 90395.7000 403.49      
01-11 20:20    90395.6000 90543.1000 90395.6000 90457.8000 218.54      
01-11 20:25    90457.7000 90496.1000 90457.7000 90485.1000 63.28       
01-11 20:30    90485.0000 90574.7000 90420.7000 90555.8000 506.50      
01-11 20:35    90555.7000 90606.5000 90547.6000 90605.5000 309.88      
01-11 20:40    90605.6000 90622.8000 90528.9000 90559.4000 139.22      
01-11 20:45    90559.4000 90622.0000 90559.4000 90612.1000 73.62       
01-11 20:50    90612.2000 90629.8000 90599.0000 90614.4000 62.57       
01-11 20:55    90614.5000 90706.8000 90614.4000 90654.2000 176.43      
01-11 21:00    90654.2000 90654.2000 90551.9000 90568.0000 197.52      
01-11 21:05    90568.0000 90603.1000 90544.2000 90580.9000 80.30       
01-11 21:10    90580.8000 90617.1000 90571.9000 90617.1000 36.13       
01-11 21:15    90617.0000 90734.0000 90604.4000 90666.0000 225.72      
01-11 21:20    90665.9000 90669.8000 90618.2000 90631.2000 57.45       
01-11 21:25    90631.2000 90631.2000 90588.8000 90596.6000 65.78       
01-11 21:30    90596.6000 90693.8000 90594.0000 90650.0000 219.09      
01-11 21:35    90649.9000 90668.4000 90621.6000 90621.6000 32.21       
01-11 21:40    90621.7000 90655.8000 90621.6000 90645.0000 30.59       
01-11 21:45    90644.9000 90727.6000 90631.6000 90727.6000 87.44       
01-11 21:50    90727.6000 90795.0000 90684.0000 90750.0000 214.17      
01-11 21:55    90750.0000 90759.7000 90711.1000 90711.1000 63.66       
01-11 22:00    90711.1000 90711.2000 90564.2000 90564.2000 132.44      
01-11 22:05    90564.2000 90564.3000 90410.0000 90463.9000 385.98      
01-11 22:10    90463.9000 90537.8000 90431.2000 90512.2000 178.08      
01-11 22:15    90512.2000 90586.1000 90512.2000 90557.9000 128.37      
01-11 22:20    90557.9000 90679.6000 90557.9000 90679.1000 162.51      
01-11 22:25    90679.0000 90679.1000 90636.2000 90641.7000 56.50       
01-11 22:30    90641.7000 90693.6000 90641.7000 90693.6000 56.44       
01-11 22:35    90693.5000 90693.6000 90590.9000 90631.5000 88.49       
01-11 22:40    90631.5000 90692.3000 90586.0000 90661.6000 45.51       
01-11 22:45    90661.5000 90661.6000 90581.4000 90597.5000 44.51       
01-11 22:50    90597.4000 90597.5000 90479.9000 90505.3000 124.07      
01-11 22:55    90505.2000 90555.5000 90482.3000 90482.4000 98.07       
01-11 23:00    90482.3000 90538.5000 90175.3000 90337.9000 1491.95     
01-11 23:05    90337.8000 90425.2000 90265.9000 90425.2000 426.19      
01-11 23:10    90425.1000 90695.2000 90398.6000 90668.3000 600.97      
01-11 23:15    90668.3000 90994.8000 90659.7000 90994.0000 1224.58     
01-11 23:20    90994.0000 91000.0000 90710.3000 90735.3000 795.79      
01-11 23:25    90735.3000 90823.9000 90691.3000 90720.4000 289.80      
01-11 23:30    90720.4000 90781.0000 90648.8000 90749.5000 142.17      
01-11 23:35    90749.5000 90749.6000 90702.8000 90707.3000 89.45       
01-11 23:40    90707.3000 90905.0000 90688.8000 90890.1000 314.26      
01-11 23:45    90890.0000 90896.5000 90824.4000 90830.0000 272.73      
01-11 23:50    90830.0000 90926.0000 90816.9000 90915.7000 254.56      
01-11 23:55    90915.7000 90996.6000 90871.4000 90964.4000 227.70      
01-12 00:00    90964.4000 91000.0000 90876.8000 90877.1000 535.00      
01-12 00:05    90877.2000 90891.3000 90753.3000 90816.3000 350.86      
01-12 00:10    90816.4000 90909.7000 90782.9000 90875.2000 121.75      
01-12 00:15    90875.3000 91188.0000 90838.5000 91136.6000 673.89      
01-12 00:20    91136.6000 91172.8000 91000.0000 91110.2000 370.70      
01-12 00:25    91110.1000 91146.9000 91060.4000 91108.0000 186.52      
01-12 00:30    91107.9000 91154.0000 90933.9000 90975.7000 467.76      
01-12 00:35    90975.6000 91044.0000 90759.9000 90873.1000 456.27      
01-12 00:40    90873.1000 90889.0000 90759.2000 90785.4000 296.54      
01-12 00:45    90785.5000 90900.0000 90751.1000 90865.7000 309.68      
01-12 00:50    90865.8000 90887.1000 90642.0000 90887.1000 453.73      
01-12 00:55    90887.1000 91229.2000 90829.0000 91229.1000 871.26      
01-12 01:00    91229.2000 91672.6000 91178.9000 91590.1000 3577.87     
01-12 01:05    91590.1000 91770.0000 91430.5000 91486.2000 1599.72     
01-12 01:10    91486.3000 91600.0000 91433.0000 91491.2000 551.74      
01-12 01:15    91491.2000 91496.2000 91335.2000 91401.7000 496.95      
01-12 01:20    91401.7000 91539.2000 91354.4000 91500.0000 340.73      
01-12 01:25    91500.0000 91500.0000 91365.2000 91476.0000 310.13      
01-12 01:30    91476.0000 91494.2000 91118.0000 91139.8000 755.15      
01-12 01:35    91139.8000 91253.8000 91047.9000 91219.5000 965.44      
01-12 01:40    91219.6000 91398.0000 91188.9000 91341.1000 493.91      
01-12 01:45    91341.1000 91477.7000 91333.7000 91436.8000 247.75      
01-12 01:50    91436.8000 91449.4000 91360.0000 91382.5000 166.83      
01-12 01:55    91382.5000 91400.0000 91333.0000 91370.0000 127.64      
01-12 02:00    91369.9000 91497.5000 91323.8000 91461.8000 363.81      
01-12 02:05    91461.7000 91560.0000 91453.0000 91520.1000 464.80      
01-12 02:10    91520.0000 91699.3000 91459.0000 91696.1000 541.78      
01-12 02:15    91696.1000 91920.0000 91696.0000 91713.6000 1747.13     
01-12 02:20    91713.6000 91749.9000 91589.1000 91659.7000 434.99      
01-12 02:25    91659.8000 91775.6000 91646.9000 91742.6000 313.66      
01-12 02:30    91742.5000 91790.0000 91680.3000 91693.2000 217.80      
01-12 02:35    91693.2000 91935.0000 91683.0000 91847.7000 622.93      
01-12 02:40    91847.7000 91983.5000 91815.6000 91901.9000 769.54      
01-12 02:45    91901.9000 92177.7000 91901.9000 92163.7000 1802.66     
01-12 02:50    92163.6000 92379.5000 92139.0000 92200.0000 1874.35     
01-12 02:55    92199.9000 92326.2000 92168.7000 92168.8000 805.47      
01-12 03:00    92168.8000 92350.0000 92105.0000 92129.5000 1053.19     
01-12 03:05    92129.5000 92288.0000 92129.5000 92287.0000 650.70      
01-12 03:10    92287.0000 92450.0000 92287.0000 92389.9000 876.40      
01-12 03:15    92389.9000 92486.3000 92353.0000 92410.1000 709.83      
01-12 03:20    92410.1000 92488.0000 92350.0000 92409.7000 437.22      
01-12 03:25    92409.7000 92434.5000 92316.1000 92344.9000 521.95      
01-12 03:30    92344.9000 92415.0000 92098.7000 92186.0000 1874.93     
01-12 03:35    92186.0000 92200.0000 91999.7000 92110.7000 1024.06     
01-12 03:40    92110.8000 92133.8000 91890.2000 91950.1000 1204.66     
01-12 03:45    91950.1000 91980.1000 91880.0000 91889.9000 466.43      
01-12 03:50    91890.0000 91929.7000 91852.1000 91904.0000 393.85      
01-12 03:55    91904.0000 91965.9000 91757.1000 91766.2000 713.11      
01-12 04:00    91766.2000 91841.8000 91700.0000 91743.4000 508.32      
01-12 04:05    91743.4000 91882.2000 91739.8000 91828.4000 655.53      
01-12 04:10    91828.4000 92053.0000 91825.7000 92043.5000 580.94      
01-12 04:15    92043.4000 92077.7000 92014.5000 92045.8000 251.27      
01-12 04:20    92045.8000 92045.8000 91969.3000 92007.9000 193.23      
01-12 04:25    92007.9000 92008.0000 91977.2000 91998.4000 104.09      
01-12 04:30    91998.5000 92124.3000 91971.3000 92120.0000 224.69      
01-12 04:35    92120.0000 92187.9000 92107.9000 92156.2000 252.89      
01-12 04:40    92156.1000 92185.2000 92123.9000 92149.9000 155.27      
01-12 04:45    92150.0000 92245.1000 92149.9000 92214.2000 241.58      
01-12 04:50    92214.2000 92214.3000 92120.1000 92136.3000 174.91      
01-12 04:55    92136.3000 92136.4000 92100.0000 92126.7000 245.20      
01-12 05:00    92126.6000 92131.7000 91986.1000 92110.0000 666.68      
01-12 05:05    92109.9000 92149.8000 92083.0000 92149.8000 152.16      
01-12 05:10    92149.7000 92196.3000 92074.7000 92086.6000 202.64      
01-12 05:15    92086.7000 92180.5000 92053.1000 92180.4000 119.95      
01-12 05:20    92180.4000 92216.6000 92145.2000 92164.4000 145.71      
01-12 05:25    92164.4000 92205.5000 92149.2000 92189.9000 94.47       
01-12 05:30    92190.0000 92220.0000 92085.0000 92105.0000 447.44      
01-12 05:35    92104.9000 92122.9000 92068.1000 92122.9000 250.77      
01-12 05:40    92122.8000 92122.9000 92039.5000 92059.9000 188.80      
01-12 05:45    92060.0000 92068.7000 92045.6000 92048.7000 121.93      
01-12 05:50    92048.7000 92089.9000 92033.2000 92089.9000 112.19      
01-12 05:55    92089.8000 92089.9000 92047.6000 92066.6000 128.50      
01-12 06:00    92066.7000 92068.1000 91990.4000 92034.3000 347.88      
01-12 06:05    92034.3000 92150.0000 92022.1000 92079.7000 266.93      
01-12 06:10    92079.7000 92166.7000 92079.6000 92120.0000 138.95      
01-12 06:15    92119.9000 92156.9000 91993.8000 92053.5000 310.06      
