Time: 2026-01-12 07:32:12 UTC | Period: #22 | Runtime: 105 minutes

BTC: 91845.90 (1h: -0.02%, 4h: -0.37%) | MACD: -63.8896 | RSI: 51.00

Account: Equity 99.86 | Balance 100.00 (100.1%) | PnL +0.00% | Margin 0.0% | Positions 0

Current Positions: None

## Candidate Coins (3 coins)

### 1. SOLUSDT (Manual selection)

=== SOLUSDT Market Data ===

current_price = 141.9500, current_ema20 = 142.238, current_macd = -0.203, current_rsi7 = 39.705

Additional data for SOLUSDT:

Funding Rate: 1.00e-04

=== 5M Timeframe (oldest → latest) ===

Time(UTC)      Open      High      Low       Close     Volume
01-07 21:00    91015.6000 91206.6000 91006.8000 91050.0000 1919.77     
01-07 22:00    91050.0000 91361.8000 90842.2000 91143.6000 3910.11     
01-07 23:00    91143.5000 91462.1000 90966.1000 91328.0000 6640.81     
01-08 00:00    91328.1000 91524.1000 91037.9000 91356.8000 3127.59     
01-08 01:00    91356.8000 91666.0000 91259.0000 91386.0000 3274.23     
01-08 02:00    91386.1000 91440.5000 90713.7000 90925.6000 4700.17     
01-08 03:00    90925.5000 91099.9000 90555.1000 90780.1000 4699.59     
01-08 04:00    90780.0000 91142.2000 90665.2000 90987.9000 3452.53     
01-08 05:00    90988.0000 91157.6000 90749.3000 90788.0000 2544.32     
01-08 06:00    90788.0000 90835.1000 89828.4000 89844.0000 14573.08    
01-08 07:00    89844.0000 90555.1000 89588.1000 90509.9000 13369.94    
01-08 08:00    90509.8000 90741.2000 90123.0000 90200.0000 7310.94     
01-08 09:00    90200.0000 90345.2000 89909.8000 89979.4000 6322.65     
01-08 10:00    89979.3000 90466.0000 89733.6000 90366.8000 6646.04     
01-08 11:00    90366.8000 90459.0000 89990.6000 90192.3000 6466.35     
01-08 12:00    90192.2000 90210.5000 89750.0000 89953.8000 11938.65    
01-08 13:00    89953.7000 90072.9000 89831.8000 89930.0000 2923.95     
01-08 14:00    89930.0000 90134.2000 89242.0000 89978.5000 19416.81    
01-08 15:00    89978.5000 90790.0000 89761.3000 90730.0000 14898.07    
01-08 16:00    90730.0000 90888.0000 90244.7000 90887.9000 10277.22    
01-08 17:00    90888.0000 91400.0000 90789.6000 91320.0000 9033.94     
01-08 18:00    91320.1000 91425.1000 90888.5000 91070.3000 5818.31     
01-08 19:00    91070.3000 91291.7000 90737.6000 90890.9000 3504.39     
01-08 20:00    90890.9000 90954.1000 90519.9000 90875.1000 4373.52     
01-08 21:00    90875.0000 91298.0000 90872.7000 91223.2000 3905.03     
01-08 22:00    91223.2000 91449.9000 90975.0000 91184.2000 3637.84     
01-08 23:00    91184.2000 91288.8000 91000.0000 91059.8000 2260.79     
01-09 00:00    91059.8000 91269.2000 91013.6000 91248.1000 1989.00     
01-09 01:00    91248.1000 91600.0000 90800.6000 91016.0000 5554.48     
01-09 02:00    91016.0000 91446.7000 90970.0000 90999.5000 3356.34     
01-09 03:00    90999.6000 91232.3000 90916.1000 91190.1000 2212.58     
01-09 04:00    91190.1000 91203.0000 90886.3000 90978.7000 1626.90     
01-09 05:00    90978.7000 91086.9000 90875.0000 91058.2000 1449.75     
01-09 06:00    91058.2000 91115.8000 90951.6000 91103.8000 1659.97     
01-09 07:00    91103.8000 91103.9000 90704.0000 90712.1000 2981.90     
01-09 08:00    90712.1000 90812.0000 89632.8000 89989.4000 17560.82    
01-09 09:00    89989.3000 90437.7000 89962.8000 90299.0000 6992.03     
01-09 10:00    90299.1000 90515.5000 90231.4000 90443.6000 2447.71     
01-09 11:00    90443.5000 90638.5000 90356.9000 90398.1000 2857.41     
01-09 12:00    90398.1000 90559.8000 90166.5000 90404.8000 3763.71     
01-09 13:00    90404.8000 91000.0000 90346.9000 90559.9000 6954.54     
01-09 14:00    90560.0000 90630.2000 89888.0000 90110.8000 9781.50     
01-09 15:00    90110.7000 91999.0000 89800.0000 91137.7000 29710.39    
01-09 16:00    91137.8000 91749.9000 91124.5000 91589.9000 8689.18     
01-09 17:00    91589.9000 91639.0000 90960.1000 91372.8000 5966.83     
01-09 18:00    91372.9000 91467.2000 90272.6000 90772.3000 9432.06     
01-09 19:00    90772.3000 90772.3000 90145.0000 90290.6000 5957.61     
01-09 20:00    90290.6000 90552.8000 90191.7000 90272.3000 3578.97     
01-09 21:00    90272.4000 90630.9000 90082.6000 90503.8000 2883.26     
01-09 22:00    90503.9000 90679.7000 90320.3000 90585.0000 1665.96     
01-09 23:00    90584.9000 90693.0000 90557.0000 90603.6000 1321.77     
01-10 00:00    90603.7000 90649.4000 90474.4000 90565.1000 1288.01     
01-10 01:00    90565.1000 90704.0000 90538.9000 90649.6000 1046.60     
01-10 02:00    90649.6000 90748.6000 90560.0000 90652.7000 1186.84     
01-10 03:00    90652.7000 90656.4000 90512.2000 90591.3000 774.58      
01-10 04:00    90591.3000 90610.0000 90351.6000 90421.9000 1555.03     
01-10 05:00    90422.0000 90584.9000 90390.0000 90563.5000 825.47      
01-10 06:00    90563.5000 90569.5000 90432.4000 90475.1000 534.77      
01-10 07:00    90475.0000 90650.4000 90467.2000 90627.1000 982.00      
01-10 08:00    90627.1000 90710.0000 90570.0000 90628.6000 1579.40     
01-10 09:00    90628.6000 90730.0000 90579.7000 90729.9000 1230.86     
01-10 10:00    90730.0000 90800.0000 90680.0000 90795.4000 1473.65     
01-10 11:00    90795.3000 90795.3000 90656.1000 90692.8000 828.34      
01-10 12:00    90692.9000 90758.7000 90623.5000 90696.6000 1139.43     
01-10 13:00    90696.6000 90727.1000 90599.9000 90620.9000 865.81      
01-10 14:00    90620.9000 90631.6000 90494.0000 90551.8000 1729.22     
01-10 15:00    90551.8000 90630.0000 90535.9000 90622.7000 938.58      
01-10 16:00    90622.8000 90688.1000 90562.5000 90640.6000 846.68      
01-10 17:00    90640.7000 90708.0000 90503.9000 90512.3000 1378.65     
01-10 18:00    90512.3000 90564.3000 90450.0000 90555.2000 1016.67     
01-10 19:00    90555.2000 90597.9000 90545.0000 90591.4000 390.77      
01-10 20:00    90591.3000 90627.6000 90538.0000 90539.0000 513.27      
01-10 21:00    90539.0000 90539.0000 90451.4000 90469.9000 804.01      
01-10 22:00    90470.0000 90562.2000 90358.5000 90384.9000 1568.93     
01-10 23:00    90384.9000 90535.7000 90384.9000 90469.6000 773.15      
01-11 00:00    90469.7000 90609.8000 90410.6000 90600.0000 932.50      
01-11 01:00    90600.1000 90639.8000 90521.1000 90597.9000 608.41      
01-11 02:00    90597.8000 90699.9000 90579.2000 90654.8000 944.92      
01-11 03:00    90654.9000 90696.5000 90585.8000 90696.5000 812.89      
01-11 04:00    90696.4000 90750.0000 90629.9000 90750.0000 790.25      
01-11 05:00    90750.0000 90818.0000 90696.2000 90730.4000 976.39      
01-11 06:00    90730.4000 90757.4000 90530.9000 90697.4000 1096.36     
01-11 07:00    90697.4000 90708.5000 90628.1000 90664.0000 512.46      
01-11 08:00    90663.9000 90787.8000 90555.0000 90756.0000 1867.17     
01-11 09:00    90755.9000 90778.5000 90625.3000 90689.9000 1552.92     
01-11 10:00    90690.0000 90700.0000 90640.0000 90689.4000 595.06      
01-11 11:00    90689.4000 90730.2000 90649.9000 90707.3000 845.81      
01-11 12:00    90707.2000 90980.0000 90670.1000 90889.3000 2885.10     
01-11 13:00    90889.3000 90926.9000 90779.5000 90812.0000 1713.39     
01-11 14:00    90811.9000 91143.1000 90811.9000 91074.8000 2318.33     
01-11 15:00    91074.7000 91103.2000 90650.0000 90834.1000 4272.30     
01-11 16:00    90834.0000 91252.5000 90834.0000 90996.0000 3240.64     
01-11 17:00    90996.0000 91103.3000 90853.5000 90944.7000 1812.78     
01-11 18:00    90944.8000 90944.8000 90750.8000 90840.9000 1170.97     
01-11 19:00    90840.8000 90892.2000 90609.5000 90644.7000 1432.94     
01-11 20:00    90644.7000 90706.8000 90314.9000 90654.2000 4221.59     
01-11 21:00    90654.2000 90795.0000 90544.2000 90711.1000 1310.06     
01-11 22:00    90711.1000 90711.2000 90410.0000 90482.4000 1500.96     
01-11 23:00    90482.3000 91000.0000 90175.3000 90964.4000 6130.17     
01-12 00:00    90964.4000 91229.2000 90642.0000 91229.1000 5093.98     
01-12 01:00    91229.2000 91770.0000 91047.9000 91370.0000 9633.87     
01-12 02:00    91369.9000 92379.5000 91323.8000 92168.8000 9958.92     
01-12 03:00    92168.8000 92488.0000 91757.1000 91766.2000 9926.34     
01-12 04:00    91766.2000 92245.1000 91700.0000 92126.7000 3587.93     
01-12 05:00    92126.6000 92220.0000 91986.1000 92066.6000 2631.26     
01-12 06:00    92066.7000 92166.7000 91760.0000 91789.3000 3098.51     
01-12 07:00    91789.4000 91803.3000 91789.4000 91803.3000 10.86         <- current

EMA20: [91278.1850, 91277.9674, 91275.0181, 91266.0545, 91288.0588, 91390.9199, 91536.2608, 91674.7503, 91785.2693, 91858.7484, 91902.9819, 91955.4979, 92006.6029, 92047.4978, 92105.2885, 92195.1087, 92280.6507, 92333.6554, 92369.3073, 92466.5161, 92603.0288, 92702.4166, 92851.9959, 92999.4630, 93118.4284, 93214.8638, 93294.3149, 93373.4468, 93416.2042, 93449.7848, 93477.0434, 93487.5154, 93510.2092, 93533.8845, 93535.6098, 93553.8851, 93520.8865, 93490.0402, 93483.4078, 93488.4451, 93518.1075, 93546.8020, 93559.3066, 93581.8679, 93584.3757, 93495.5113, 93309.9960, 93185.8440, 93078.8303, 93021.1131, 93038.8928, 93065.6649, 93126.8397, 93083.3692, 93018.8293, 93009.7218, 92987.6721, 92954.3033, 92911.4173, 92879.5109, 92876.5194, 92857.8318, 92744.8954, 92666.7244, 92607.2173, 92544.9490, 92492.5158, 92438.0667, 92329.9746, 92225.2056, 92128.9955, 92007.8912, 91925.5778, 91838.9132, 91763.7786, 91704.7140, 91668.8365, 91639.1187, 91615.0122, 91549.3539, 91476.0916, 91429.5971, 91368.4927, 91223.3029, 91155.3598, 91064.3731, 90961.0423, 90904.4478, 90836.6242, 90752.5457, 90674.2080, 90607.9501, 90619.5739, 90645.1288, 90709.4022, 90743.7735, 90757.7855, 90768.9583, 90812.2194, 90847.6461, 90867.8513, 90904.0654, 90914.7259, 90922.7996, 90948.2568, 90951.1561, 90961.3508, 90974.9174, 90949.8872, 90858.4122, 90805.1348, 90770.7029, 90735.2170, 90703.7487, 90690.0488, 90634.8822, 90682.7697, 90769.1630, 90826.6523, 90821.4758, 90770.9162, 90723.4290, 90702.5119, 90691.3203, 90682.9660, 90671.7407, 90669.6320, 90668.0195, 90660.7128, 90637.9688, 90630.8765, 90616.0406, 90617.0939, 90618.1897, 90628.8288, 90644.6927, 90649.2744, 90653.7816, 90650.6500, 90641.2357, 90639.4704, 90639.5780, 90627.4563, 90620.5747, 90617.7962, 90610.2918, 90596.9211, 90576.7286, 90566.5259, 90569.7139, 90572.3983, 90580.2461, 90591.3179, 90606.4305, 90618.2371, 90625.7764, 90629.4168, 90641.4723, 90646.0845, 90650.2098, 90655.6469, 90677.8996, 90690.6711, 90727.2548, 90737.4305, 90762.0562, 90779.4508, 90785.3031, 90771.9124, 90760.7017, 90755.9777, 90729.9227, 90752.2538, 90797.6678, 90852.1756, 90977.5684, 91052.6762, 91154.9642, 91241.7866, 91293.9307, 91342.4421]
EMA50: [92319.4000, 92369.1098, 92422.3133, 92474.7246, 92516.9707, 92564.4424, 92589.6564, 92613.4738, 92645.1180, 92680.0663, 92723.9814, 92766.9390, 92802.6708, 92841.6327, 92871.6942, 92863.0512, 92811.4649, 92779.8937, 92751.7489, 92740.8097, 92759.1231, 92781.1182, 92817.4665, 92811.6992, 92795.7777, 92800.7746, 92799.8894, 92793.5133, 92782.1598, 92774.0908, 92776.9932, 92773.2013, 92730.0169, 92698.4123, 92672.6667, 92644.4602, 92618.9676, 92591.5885, 92541.0596, 92489.6415, 92439.6556, 92377.6064, 92329.2139, 92277.6997, 92229.5546, 92186.9681, 92153.2831, 92122.0485, 92093.1838, 92047.3962, 91997.6983, 91958.0984, 91912.2122, 91831.1058, 91779.2938, 91717.3607, 91649.2054, 91598.9150, 91543.7536, 91481.4025, 91420.5632, 91364.0117, 91339.1485, 91321.4525, 91321.3955, 91311.5486, 91295.0526, 91278.5839, 91276.4120, 91272.7958, 91264.4430, 91263.8021, 91254.0844, 91244.1007, 91241.9830, 91231.6582, 91224.8559, 91220.1086, 91200.1867, 91152.7049, 91119.2263, 91092.7311, 91065.4907, 91039.5812, 91020.7702, 90985.0851, 90991.0700, 91014.5535, 91028.6024, 91018.5513, 90990.0042, 90961.8590, 90943.8959, 90929.8215, 90917.0285, 90903.2274, 90893.2812, 90883.8467, 90872.3743, 90854.7086, 90843.2886, 90828.8499, 90820.9381, 90813.3954, 90810.1211, 90809.5438, 90804.9656, 90800.7160, 90793.6644, 90784.1795, 90777.8470, 90772.4647, 90762.2622, 90754.1421, 90747.7601, 90739.5734, 90728.9980, 90715.5039, 90705.8606, 90701.7093, 90697.6383, 90695.9584, 90695.9796, 90698.0981, 90699.3648, 90699.2877, 90697.9039, 90700.1822, 90699.7790, 90699.3719, 90699.6829, 90707.1188, 90711.2318, 90725.4894, 90729.7486, 90740.1899, 90748.2099, 90751.8448, 90747.6430, 90743.9786, 90742.6892, 90732.4818, 90741.5766, 90760.6952, 90784.5895, 90838.8723, 90875.2381, 90924.3150, 90969.1105, 91001.2748, 91032.7268]
MACD: [284.2121, 368.4315, 417.8360, 429.5731, 415.2386, 409.7419, 403.7734, 390.0205, 392.2151, 420.9030, 442.1644, 433.3536, 411.2056, 443.5716, 504.5504, 526.3697, 587.4353, 638.7472, 659.5603, 658.9693, 644.4634, 631.8246, 590.5672, 547.2371, 504.4362, 453.2681, 419.0861, 390.1619, 346.5573, 322.4448, 258.3892, 204.4289, 177.6438, 163.8794, 172.2557, 178.4109, 169.9283, 170.7670, 154.4809, 63.6268, -96.3248, -183.9458, -246.0472, -259.1438, -207.8190, -156.2885, -83.1829, -107.7301, -146.8502, -134.5442, -134.9365, -144.9460, -161.7700, -167.3322, -148.1090, -144.7460, -220.8959, -257.9296, -274.6081, -291.6056, -298.3290, -306.0681, -357.9187, -400.3029, -430.1367, -477.1353, -485.6894, -497.0673, -497.5728, -484.8318, -454.6145, -423.4617, -391.8991, -399.4316, -412.3880, -401.2628, -403.9202, -476.7039, -475.1754, -493.2842, -519.4482, -503.1237, -498.5205, -508.2585, -511.9944, -505.2178, -434.2023, -361.0192, -265.0983, -206.8446, -173.1582, -146.0528, -95.3833, -57.7090, -37.4582, -6.1442, -0.0555, 3.3992, 21.2717, 18.1682, 21.8715, 28.1613, 1.5215, -77.0187, -112.9779, -128.3286, -142.5226, -151.4846, -144.4072, -173.0422, -111.5871, -26.0939, 23.8668, 14.8347, -30.8370, -67.7281, -77.3923, -77.6046, -75.4027, -75.8895, -68.6653, -61.9756, -60.9260, -72.9228, -70.1953, -74.3102, -64.5620, -56.0690, -40.6952, -22.9613, -16.9901, -11.8151, -13.6648, -20.4704, -19.9134, -17.8221, -26.2153, -29.0702, -28.0879, -31.1782, -38.7564, -51.0326, -53.3125, -44.0890, -36.5276, -25.6481, -13.5056, 0.4296, 9.7790, 14.3601, 15.1212, 22.8843, 23.4327, 23.5555, 24.8112, 40.0307, 45.3323, 69.9335, 69.2098, 80.7692, 84.8129, 78.7342, 57.4232, 40.8299, 31.9032, 6.3020, 24.6223, 59.8109, 97.9386, 190.4166, 228.5846, 284.6412, 320.5221, 322.8605, 322.1300]
RSI7: [58.1505, 49.9602, 54.3124, 60.6508, 45.3700, 38.8390, 45.9848, 50.0203, 49.3442, 48.6833, 49.5245, 40.7846, 36.8491, 51.3913, 49.1839, 44.1265, 64.4993, 83.6537, 88.2964, 88.7930, 80.3798, 67.0786, 57.7272, 61.2655, 62.3227, 59.5032, 66.4035, 75.2762, 76.1147, 62.1004, 56.0286, 72.5544, 79.3303, 69.4002, 77.5190, 78.8505, 72.8524, 68.1657, 64.7798, 66.5794, 53.8149, 51.7653, 50.3950, 44.1950, 50.7766, 52.3358, 42.4943, 51.5203, 33.3967, 33.1249, 44.4554, 49.6216, 59.5938, 60.2725, 52.7781, 57.8845, 48.2038, 24.1852, 14.4779, 28.4128, 30.0305, 41.3988, 56.2454, 58.1344, 64.3447, 43.9871, 40.2015, 50.0136, 47.4675, 44.8775, 42.3283, 44.3320, 51.6819, 47.1924, 29.3307, 36.3571, 39.6293, 37.9204, 39.3343, 37.5435, 25.9675, 24.9058, 24.6663, 19.4337, 32.7536, 30.1525, 31.8494, 36.7290, 45.6699, 47.0337, 48.5611, 31.7299, 28.1346, 39.5479, 33.5652, 18.3072, 40.5483, 35.3264, 31.9132, 43.1640, 39.7153, 35.2272, 34.7698, 36.7233, 58.9480, 62.2023, 69.8363, 61.4666, 55.8555, 55.3365, 63.9476, 62.3757, 57.1480, 62.6726, 52.8706, 52.1936, 59.2296, 49.7542, 53.0496, 55.0235, 38.7124, 23.6326, 36.0774, 41.2906, 40.0904, 40.3881, 47.4415, 33.8938, 62.4780, 69.2982, 62.8949, 48.4485, 39.8766, 39.5664, 45.7913, 47.9839, 48.5401, 47.3182, 50.5084, 50.6363, 47.7820, 40.4440, 48.2016, 44.0249, 52.3139, 52.3951, 58.0241, 61.4616, 53.4608, 53.7211, 47.5408, 42.3520, 49.0135, 50.6917, 39.7505, 44.4295, 48.3763, 43.1954, 37.0850, 30.8269, 42.1717, 55.3305, 55.0949, 60.4211, 64.0653, 68.4178, 65.0502, 59.3152, 53.7226, 64.4839, 53.9650, 53.8874, 56.4992, 73.9807, 61.6953, 76.9063, 53.9948, 62.7120, 58.6068, 50.7625, 39.1940, 39.9669, 44.8638, 32.4512, 59.7993, 68.0794, 71.6993, 83.8289, 66.9550, 72.6964, 70.3201, 59.7980, 60.1492]
RSI14: [50.0847, 49.7770, 49.4951, 49.8215, 46.2175, 44.4223, 49.9822, 49.0986, 47.0498, 56.4185, 71.4195, 76.8317, 77.4467, 73.0321, 65.7876, 60.3758, 62.2539, 62.7995, 61.3777, 64.7246, 69.8107, 70.3354, 63.5499, 60.3849, 69.1259, 73.7835, 68.2735, 73.5366, 74.4644, 71.2585, 68.7878, 67.0443, 67.8595, 61.3563, 60.2555, 59.5514, 56.3312, 58.5782, 59.1168, 54.3475, 57.4824, 47.1492, 46.9674, 51.3107, 53.4411, 57.9479, 58.2697, 54.9861, 57.1591, 52.7904, 37.2038, 27.2207, 35.0258, 35.9258, 42.2634, 51.5094, 52.7532, 56.8731, 45.4575, 43.0818, 48.7239, 47.3089, 45.9135, 44.5740, 45.5039, 48.9646, 46.9803, 37.2199, 40.5457, 42.0896, 41.2235, 41.8208, 41.0151, 34.9323, 34.2835, 34.1444, 30.9051, 36.1279, 34.8588, 35.5144, 37.3617, 40.9505, 41.5141, 42.1174, 35.8404, 34.1103, 38.6643, 36.0808, 26.9298, 38.7339, 35.8328, 33.8870, 40.0441, 38.3133, 36.0216, 35.7915, 36.6791, 48.5472, 50.6406, 55.9252, 52.4317, 50.0144, 49.7967, 54.4971, 53.8883, 51.8970, 54.6300, 50.7988, 50.5275, 53.6094, 49.8967, 51.2636, 52.0714, 45.1493, 35.7156, 41.3675, 43.8506, 43.2302, 43.3573, 46.3512, 39.7925, 55.3503, 60.2244, 57.0069, 49.1802, 43.9657, 43.7758, 46.9003, 47.9920, 48.2545, 47.7177, 49.0571, 49.1086, 48.0718, 45.2344, 47.9975, 46.4228, 49.4912, 49.5220, 51.6605, 53.0456, 50.5997, 50.6904, 48.7697, 47.0184, 49.0405, 49.5638, 45.9233, 47.3167, 48.5221, 46.8511, 44.6665, 42.0680, 45.4722, 50.3129, 50.2356, 52.3720, 53.9329, 55.9285, 54.9887, 53.3628, 51.6967, 55.7911, 52.3572, 52.3310, 53.2345, 61.2724, 56.8065, 65.9049, 54.5675, 59.6015, 57.4301, 53.2062, 46.2778, 46.6401, 48.8646, 41.3948, 56.4908, 62.2427, 64.9025, 75.4579, 64.8689, 69.0563, 67.6095, 61.2347, 61.4324]
ATR14: 379.0708
BOLL Upper: [91524.3899, 91522.8848, 91522.9458, 91517.3121, 91546.0758, 91877.6329, 92287.7442, 92606.4592, 92816.3528, 92941.8091, 93015.3329, 93099.5489, 93181.1813, 93236.0040, 93316.2278, 93452.8198, 93574.4873, 93632.9916, 93659.3190, 93758.9894, 93923.2258, 94004.9472, 94180.4659, 94308.9076, 94390.2048, 94512.0135, 94616.2428, 94721.9881, 94774.6288, 94801.7991, 94790.8574, 94765.1808, 94736.7544, 94678.5974, 94620.2558, 94606.3879, 94597.0541, 94552.9489, 94453.0711, 94446.0844, 94439.1978, 94444.8176, 94378.1541, 94274.8945, 94190.5703, 94261.3223, 94584.2736, 94619.8007, 94644.9189, 94610.0800, 94564.9294, 94541.9472, 94539.6918, 94479.0741, 94446.0113, 94375.3553, 94357.0299, 94337.3988, 94293.9602, 94228.0880, 94115.5427, 93980.3722, 93906.6812, 93748.0867, 93597.5517, 93590.0828, 93550.4006, 93555.2719, 93629.9389, 93689.5858, 93637.1412, 93574.1401, 93330.6147, 93293.9608, 93270.7510, 93137.9393, 93005.5709, 92883.5948, 92773.1479, 92643.2608, 92412.8771, 92163.5700, 92143.1232, 92212.8699, 92104.8342, 92022.9854, 91927.0685, 91771.8689, 91739.4635, 91727.0280, 91700.6432, 91698.6634, 91653.8759, 91639.2224, 91681.9783, 91671.6155, 91607.5659, 91531.8465, 91498.4442, 91537.6090, 91570.6764, 91610.7670, 91635.0764, 91638.8582, 91694.2426, 91709.8577, 91702.7483, 91724.5193, 91701.2480, 91695.2800, 91641.8066, 91573.9105, 91590.8303, 91599.2096, 91543.0296, 91552.5569, 91579.0121, 91687.4831, 91710.9269, 91676.3914, 91660.6469, 91611.6733, 91581.6441, 91552.0119, 91491.8569, 91458.8728, 91415.6623, 91361.7971, 91353.8922, 91329.4483, 91328.7949, 91328.8844, 91332.5258, 91335.5284, 91343.6308, 91332.2241, 91276.4777, 91062.0487, 90858.5800, 90834.1305, 90815.5363, 90779.2888, 90778.6700, 90778.6156, 90778.1794, 90778.6118, 90778.5881, 90785.9000, 90786.0418, 90781.9578, 90783.3746, 90786.7699, 90794.6974, 90811.0703, 90811.1553, 90792.1973, 90788.4390, 90799.0708, 90805.9377, 90813.9926, 90822.2155, 90866.3122, 90886.9645, 90972.6107, 90990.1219, 91033.4892, 91053.4766, 91036.8586, 91019.3151, 91016.1193, 91011.1772, 91029.6873, 91054.9827, 91141.1544, 91251.7978, 91618.5652, 91755.9898, 91965.7596, 92122.8185, 92201.8489, 92272.0666]
BOLL Middle: [91278.1850, 91276.9100, 91279.7600, 91283.8450, 91299.0650, 91349.7200, 91423.7200, 91513.8850, 91581.7700, 91643.3250, 91688.8000, 91733.8500, 91795.3200, 91862.3000, 91933.6450, 92020.8150, 92110.8400, 92188.5850, 92259.3100, 92370.4100, 92510.2600, 92628.7950, 92780.0950, 92941.0700, 93078.6450, 93166.7900, 93223.3950, 93280.1350, 93329.4950, 93390.0950, 93460.7350, 93517.3650, 93579.0500, 93645.1900, 93690.0750, 93724.0300, 93729.7350, 93747.7250, 93783.3450, 93790.6600, 93785.6600, 93794.3000, 93764.5550, 93734.3450, 93702.3250, 93628.3400, 93503.2650, 93397.3250, 93309.3150, 93244.5150, 93218.1050, 93204.7550, 93203.8650, 93149.4450, 93092.1300, 93051.9150, 93030.4550, 93002.4700, 92956.6500, 92908.6550, 92861.0650, 92804.1100, 92703.8050, 92610.2000, 92531.8850, 92496.9900, 92519.3300, 92515.0500, 92477.0950, 92414.9500, 92315.3100, 92192.1800, 92063.9600, 91981.2200, 91913.4350, 91824.4550, 91751.9450, 91687.9200, 91632.0200, 91549.4800, 91446.0800, 91361.4600, 91317.2600, 91213.2550, 91136.6550, 91048.9850, 90948.2350, 90870.5350, 90814.9950, 90751.1900, 90686.9400, 90642.9950, 90622.3150, 90615.9300, 90629.4300, 90625.7650, 90603.9100, 90579.8250, 90571.6850, 90584.6150, 90598.6000, 90611.6100, 90623.0100, 90680.7850, 90714.7950, 90753.7300, 90807.6700, 90844.5200, 90870.5100, 90872.2900, 90890.7400, 90913.9950, 90897.4000, 90873.2450, 90835.2400, 90787.2650, 90799.6050, 90835.3450, 90842.8250, 90822.2300, 90783.7700, 90734.9800, 90709.3700, 90688.6450, 90659.3200, 90638.6400, 90618.2100, 90595.6550, 90589.6150, 90611.2400, 90624.4650, 90626.0400, 90637.4900, 90648.6800, 90657.1800, 90691.4100, 90669.1650, 90624.5000, 90586.9050, 90575.8800, 90592.4850, 90610.9000, 90611.3250, 90609.8350, 90609.2250, 90607.9200, 90598.9350, 90585.5450, 90579.4600, 90588.3650, 90590.0850, 90599.0700, 90602.5400, 90608.6100, 90608.6350, 90603.7350, 90602.2950, 90605.2650, 90608.7150, 90615.5950, 90619.8250, 90632.2600, 90647.2450, 90673.2250, 90685.3600, 90708.2100, 90731.9500, 90754.7500, 90763.5050, 90766.2150, 90771.8750, 90763.2550, 90776.6500, 90800.6050, 90832.5850, 90906.1550, 90961.2650, 91029.8000, 91098.6350, 91153.6300, 91208.4300]
BOLL Lower: [91031.9801, 91030.9352, 91036.5742, 91050.3779, 91052.0542, 90821.8071, 90559.6958, 90421.3108, 90347.1872, 90344.8409, 90362.2671, 90368.1511, 90409.4587, 90488.5960, 90551.0622, 90588.8102, 90647.1927, 90744.1784, 90859.3010, 90981.8306, 91097.2942, 91252.6428, 91379.7241, 91573.2324, 91767.0852, 91821.5665, 91830.5472, 91838.2819, 91884.3612, 91978.3909, 92130.6126, 92269.5492, 92421.3456, 92611.7826, 92759.8942, 92841.6721, 92862.4159, 92942.5011, 93113.6189, 93135.2356, 93132.1222, 93143.7824, 93150.9559, 93193.7955, 93214.0797, 92995.3577, 92422.2564, 92174.8493, 91973.7111, 91878.9500, 91871.2806, 91867.5628, 91868.0382, 91819.8159, 91738.2487, 91728.4747, 91703.8801, 91667.5412, 91619.3398, 91589.2220, 91606.5873, 91627.8478, 91500.9288, 91472.3133, 91466.2183, 91403.8972, 91488.2594, 91474.8281, 91324.2511, 91140.3142, 90993.4788, 90810.2199, 90797.3053, 90668.4792, 90556.1190, 90510.9707, 90498.3191, 90492.2452, 90490.8921, 90455.6992, 90479.2829, 90559.3500, 90491.3968, 90213.6401, 90168.4758, 90074.9846, 89969.4015, 89969.2011, 89890.5265, 89775.3520, 89673.2368, 89587.3266, 89590.7541, 89592.6376, 89576.8817, 89579.9145, 89600.2541, 89627.8035, 89644.9258, 89631.6210, 89626.5236, 89612.4530, 89610.9436, 89722.7118, 89735.3474, 89797.6023, 89912.5917, 89964.5207, 90039.7720, 90049.3000, 90139.6734, 90254.0795, 90203.9697, 90147.2804, 90127.4504, 90021.9731, 90020.1979, 89983.2069, 89974.7231, 89968.0686, 89906.8931, 89858.2867, 89837.0959, 89825.2781, 89826.7831, 89818.4072, 89820.7577, 89829.5129, 89825.3378, 89893.0317, 89920.1351, 89923.1956, 89942.4542, 89961.8316, 89970.7292, 90050.5959, 90061.8523, 90186.9513, 90315.2300, 90317.6295, 90369.4337, 90442.5112, 90443.9800, 90441.0544, 90440.2706, 90437.2282, 90419.2819, 90385.1900, 90372.8782, 90394.7722, 90396.7954, 90411.3701, 90410.3826, 90406.1497, 90406.1147, 90415.2727, 90416.1510, 90411.4592, 90411.4923, 90417.1974, 90417.4345, 90398.2078, 90407.5255, 90373.8393, 90380.5981, 90382.9308, 90410.4234, 90472.6414, 90507.6949, 90516.3107, 90532.5728, 90496.8227, 90498.3173, 90460.0556, 90413.3722, 90193.7448, 90166.5402, 90093.8404, 90074.4515, 90105.4111, 90144.7934]


### 3. ETHUSDT (Manual selection)

=== ETHUSDT Market Data ===

current_price = 3155.6000, current_ema20 = 3155.782, current_macd = -0.616, current_rsi7 = 51.027

Additional data for ETHUSDT:

Funding Rate: 4.91e-05

